,NAME,GEO_ID,S1901_C01_012E,S1501_C02_015E,S1701_C03_001E,state,place
1444,"Shaver Lake CDP, California",1600000US0671246,99063,43.3,5.9,06,71246
1445,"Alum Rock CDP, California",1600000US0601458,90405,16.2,11.5,06,01458
1446,"Fruitdale CDP, California",1600000US0627080,96548,53.4,13.0,06,27080
1447,"Los Altos city, California",1600000US0643280,235278,84.2,2.8,06,43280
1448,"Milpitas city, California",1600000US0647766,132320,50.7,6.8,06,47766
1449,"Morgan Hill city, California",1600000US0649278,124419,43.9,4.7,06,49278
1450,"Magalia CDP, California",1600000US0645120,50415,18.7,13.7,06,45120
1451,"Oxnard city, California",1600000US0654652,72843,18.0,13.8,06,54652
1452,"Black Point-Green Point CDP, California",1600000US0606982,132438,56.2,2.6,06,06982
1453,"Lucas Valley-Marinwood CDP, California",1600000US0644399,137931,60.5,8.9,06,44399
1454,"Ross town, California",1600000US0662980,224500,80.5,6.3,06,62980
1455,"San Geronimo CDP, California",1600000US0667070,112277,61.9,10.0,06,67070
1456,"Tamalpais-Homestead Valley CDP, California",1600000US0677805,163071,76.5,3.4,06,77805
1457,"Woodacre CDP, California",1600000US0686216,57112,55.7,7.9,06,86216
1458,"Grass Valley city, California",1600000US0630798,37548,26.1,20.6,06,30798
1459,"Penn Valley CDP, California",1600000US0656518,42904,22.9,21.5,06,56518
1460,"Greenville CDP, California",1600000US0631162,26875,10.3,28.8,06,31162
1461,"Lake Almanor Peninsula CDP, California",1600000US0639420,90833,32.7,11.2,06,39420
1462,"Taylorsville CDP, California",1600000US0678008,250001,29.4,0.0,06,78008
1463,"Tobin CDP, California",1600000US0678792,-666666666,-666666666.0,-666666666.0,06,78792
1464,"Planada CDP, California",1600000US0657582,43138,5.5,27.9,06,57582
1465,"Winton CDP, California",1600000US0686076,45858,5.2,20.3,06,86076
1466,"Broadmoor CDP, California",1600000US0608338,94160,28.7,3.5,06,08338
1467,"Moraga town, California",1600000US0649187,140378,73.6,4.1,06,49187
1468,"Foster City city, California",1600000US0625338,158529,70.3,4.4,06,25338
1469,"Highlands-Baywood Park CDP, California",1600000US0633633,195833,65.5,2.7,06,33633
1470,"Hillsborough town, California",1600000US0633798,250001,78.9,2.4,06,33798
1471,"North Fair Oaks CDP, California",1600000US0651840,77899,26.4,15.1,06,51840
1472,"Johannesburg CDP, California",1600000US0637400,2499,0.0,28.6,06,37400
1473,"Mojave CDP, California",1600000US0648452,27333,9.3,34.8,06,48452
1474,"Oildale CDP, California",1600000US0653448,38099,9.4,29.1,06,53448
1475,"Rosedale CDP, California",1600000US0662854,113766,31.3,6.6,06,62854
1476,"Coachella city, California",1600000US0614260,34224,3.6,21.8,06,14260
1477,"Linden CDP, California",1600000US0641670,114792,22.5,5.2,06,41670
1478,"Cherry Valley CDP, California",1600000US0612916,54750,18.9,16.8,06,12916
1479,"Lakeland Village CDP, California",1600000US0639598,52913,9.5,15.5,06,39598
1480,"Lakeview CDP, California",1600000US0639836,63214,9.2,31.3,06,39836
1481,"Mecca CDP, California",1600000US0646660,23600,0.8,39.3,06,46660
1482,"Moreno Valley city, California",1600000US0649270,66134,16.3,14.5,06,49270
1483,"Nuevo CDP, California",1600000US0652624,71333,15.1,16.7,06,52624
1484,"Wallace CDP, California",1600000US0683304,103199,29.8,0.0,06,83304
1485,"Adelanto city, California",1600000US0600296,45380,6.0,28.5,06,00296
1486,"Bloomington CDP, California",1600000US0607064,52085,9.7,19.5,06,07064
1487,"Paradise town, California",1600000US0655520,51566,21.3,12.7,06,55520
1488,"Willits city, California",1600000US0685600,35204,19.5,27.3,06,85600
1489,"West Menlo Park CDP, California",1600000US0684536,214167,83.2,3.9,06,84536
1490,"Bear Valley Springs CDP, California",1600000US0604734,72273,34.8,10.3,06,04734
1491,"Montecito CDP, California",1600000US0648844,159706,72.0,6.5,06,48844
1492,"Toro Canyon CDP, California",1600000US0679529,141136,49.4,5.4,06,79529
1493,"Big Pine CDP, California",1600000US0606616,53891,19.7,5.0,06,06616
1494,"Round Valley CDP, California",1600000US0663148,61042,25.7,9.0,06,63148
1495,"West Bishop CDP, California",1600000US0684120,95286,35.5,3.4,06,84120
1496,"Wilkerson CDP, California",1600000US0685551,77778,23.2,22.0,06,85551
1497,"Almanor CDP, California",1600000US0601094,-666666666,-666666666.0,-666666666.0,06,01094
1498,"Lake Almanor Country Club CDP, California",1600000US0639411,95515,49.3,25.7,06,39411
1499,"Madera city, California",1600000US0645022,45163,9.5,26.8,06,45022
1500,"Muir Beach CDP, California",1600000US0649950,156250,72.0,13.1,06,49950
1501,"Novato city, California",1600000US0652582,101342,46.4,6.9,06,52582
1502,"Mariposa CDP, California",1600000US0645932,27454,18.6,16.5,06,45932
1503,"Cameron Park CDP, California",1600000US0610256,79814,30.3,9.5,06,10256
1504,"Susanville city, California",1600000US0677364,52488,7.3,18.9,06,77364
1505,"Country Club CDP, California",1600000US0616651,56250,12.4,15.7,06,16651
1506,"Kennedy CDP, California",1600000US0638065,45972,5.1,19.9,06,38065
1507,"Merced city, California",1600000US0646898,45232,16.5,29.3,06,46898
1508,"Portola Valley town, California",1600000US0658380,224554,77.1,1.8,06,58380
1509,"Tracy city, California",1600000US0680238,92046,22.0,8.1,06,80238
1510,"Meadow Valley CDP, California",1600000US0646618,70625,28.7,9.5,06,46618
1511,"Chilcoot-Vinton CDP, California",1600000US0613077,-666666666,39.8,29.6,06,13077
1512,"Iron Horse CDP, California",1600000US0636735,-666666666,30.1,0.0,06,36735
1513,"Paxton CDP, California",1600000US0656182,-666666666,-666666666.0,-666666666.0,06,56182
1514,"Valley Ranch CDP, California",1600000US0681869,-666666666,-666666666.0,-666666666.0,06,81869
1515,"Oakhurst CDP, California",1600000US0652764,44310,17.2,36.1,06,52764
1516,"Bertsch-Oceanview CDP, California",1600000US0606150,41471,7.5,30.4,06,06150
1517,"Crescent City city, California",1600000US0617022,32137,9.1,26.8,06,17022
1518,"Klamath CDP, California",1600000US0638702,35455,16.7,26.3,06,38702
1519,"Clearlake city, California",1600000US0613945,31551,7.3,33.0,06,13945
1520,"Middletown CDP, California",1600000US0647332,-666666666,2.6,10.4,06,47332
1521,"Arcata city, California",1600000US0602476,35506,48.6,38.0,06,02476
